VENERA-16 KS-18-6V Ep1-5-10-65>30,a ID=VG D=UT S=14400
UT            p>30+      p>60+     p1-65+     p1-11+      p5-8+     a7-24+     p1-70-      p1-9-     p5-10-     a7-22-    xHGI,km    yHGI,km    zHGI,km
83092719  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99  4.256E+00  6.792E-01  2.523E-01  2.004E-02 -7.287E+07  8.493E+07 -4.986E+06
83092723  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99  4.217E+00  6.067E-01  2.323E-01  1.002E-02 -7.326E+07  8.451E+07 -4.959E+06
83092803  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99  4.355E+00  6.792E-01  2.523E-01  3.006E-02 -7.364E+07  8.409E+07 -4.931E+06
83092807  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99  1.112E-01 -9.999E+99  4.315E+00  5.875E-01  2.636E-01  2.004E-02 -7.403E+07  8.367E+07 -4.904E+06
83092911  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99  4.093E+00  4.560E-01  2.535E-01  2.004E-02 -7.665E+07  8.064E+07 -4.705E+06
83092913  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99  4.083E+00  4.560E-01  2.223E-01  2.004E-02 -7.683E+07  8.042E+07 -4.691E+06
83092919  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99  4.083E+00  4.656E-01  2.223E-01  2.004E-02 -7.738E+07  7.975E+07 -4.646E+06
83092923  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99  4.074E+00  4.560E-01  2.123E-01  2.004E-02 -7.774E+07  7.931E+07 -4.616E+06
83093003  1.879E+01  1.879E+01  3.420E+00 -9.999E+99  1.312E-01 -9.999E+99  4.111E+00  4.345E-01  2.427E-01  2.004E-02 -7.810E+07  7.886E+07 -4.586E+06
83093007  1.888E+01  1.888E+01  4.355E+00 -9.999E+99  1.312E-01 -9.999E+99  3.917E+00  3.750E-01  2.123E-01  2.004E-02 -7.845E+07  7.840E+07 -4.556E+06
83093011  1.888E+01  1.879E+01  4.285E+00 -9.999E+99  1.312E-01 -9.999E+99  4.036E+00  3.846E-01  2.735E-01  2.004E-02 -7.881E+07  7.794E+07 -4.526E+06
83093015  1.879E+01  1.879E+01  4.864E+00 -9.999E+99  1.312E-01 -9.999E+99  4.046E+00  3.750E-01  2.427E-01  2.004E-02 -7.917E+07  7.748E+07 -4.495E+06
83093019  1.879E+01  1.879E+01  6.592E+00 -9.999E+99  1.312E-01 -9.999E+99  4.083E+00  3.648E-01  2.427E-01  2.004E-02 -7.953E+07  7.701E+07 -4.464E+06
83093023  1.871E+01  1.879E+01  4.764E+00 -9.999E+99  1.312E-01 -9.999E+99  4.018E+00  3.648E-01  2.223E-01  2.004E-02 -7.989E+07  7.654E+07 -4.433E+06
83100103  1.879E+01  1.879E+01  4.786E+00 -9.999E+99  1.413E-01 -9.999E+99  4.083E+00  3.648E-01  2.323E-01  2.004E-02 -8.024E+07  7.606E+07 -4.401E+06
83100107  1.879E+01  1.879E+01  5.623E+00 -9.999E+99  1.213E-01 -9.999E+99  4.018E+00  3.846E-01  2.323E-01  2.004E-02 -8.060E+07  7.558E+07 -4.370E+06
83100111  1.879E+01 -9.999E+99  7.430E+00 -9.999E+99  1.213E-01 -9.999E+99  3.954E+00  3.750E-01  2.427E-01  2.004E-02 -8.096E+07  7.510E+07 -4.337E+06
83100115  1.888E+01  1.879E+01  6.427E+00 -9.999E+99  1.413E-01 -9.999E+99  4.036E+00  3.648E-01  2.223E-01  2.004E-02 -8.131E+07  7.461E+07 -4.305E+06
83100119  1.888E+01  1.879E+01  4.699E+00 -9.999E+99  1.213E-01 -9.999E+99  3.972E+00  3.648E-01  2.535E-01  2.004E-02 -8.167E+07  7.412E+07 -4.272E+06
83100123  1.888E+01  1.879E+01  4.539E+00 -9.999E+99  1.312E-01 -9.999E+99  4.083E+00  3.436E-01  2.427E-01  2.004E-02 -8.203E+07  7.362E+07 -4.240E+06
83100203  1.879E+01  1.888E+01  3.846E+00 -9.999E+99  1.312E-01 -9.999E+99  3.936E+00  3.548E-01  2.427E-01  2.004E-02 -8.238E+07  7.313E+07 -4.206E+06
83100211  1.879E+01  1.888E+01  3.846E+00 -9.999E+99  2.838E-01 -9.999E+99  3.999E+00  3.491E-01  2.173E-01  2.004E-02 -8.309E+07  7.212E+07 -4.139E+06
83100215  1.901E+01  1.888E+01  4.315E+00 -9.999E+99  2.938E-01 -9.999E+99  4.315E+00  4.246E-01  3.034E-01  4.009E-02 -8.344E+07  7.161E+07 -4.105E+06
83100219  1.888E+01  1.888E+01  6.823E+00 -9.999E+99  3.334E-01 -9.999E+99  7.674E+00  3.899E+00  4.764E-01  1.413E-01 -8.379E+07  7.110E+07 -4.071E+06
83100223  1.888E+01  1.888E+01  5.093E+01 -9.999E+99  1.109E+00 -9.999E+99  2.518E+01  2.188E+01  8.913E-01  2.427E-01 -8.415E+07  7.058E+07 -4.037E+06
83100303  1.888E+01  1.879E+01  2.051E+02 -9.999E+99  2.588E+00 -9.999E+99  1.109E+02  1.079E+02  2.291E+00  6.180E-01 -8.450E+07  7.006E+07 -4.002E+06
83100307  1.888E+01  1.888E+01  4.529E+02 -9.999E+99  3.199E+00 -9.999E+99  2.312E+02  2.280E+02  2.911E+00  7.907E-01 -8.485E+07  6.954E+07 -3.967E+06
83100311  1.888E+01  1.888E+01  3.589E+02 -9.999E+99  2.239E+00 -9.999E+99  2.582E+02  2.529E+02  2.559E+00  7.194E-01 -8.519E+07  6.902E+07 -3.932E+06
83100315  1.888E+01  1.879E+01  3.573E+02 -9.999E+99  3.133E+00 -9.999E+99  1.901E+02  1.841E+02  2.871E+00  4.764E-01 -8.554E+07  6.849E+07 -3.897E+06
83100319  1.888E+01  1.888E+01  6.412E+02 -9.999E+99  1.159E+01 -9.999E+99  2.999E+02  2.951E+02  8.570E+00  9.016E-01 -8.588E+07  6.796E+07 -3.862E+06
83100323  1.888E+01 -9.999E+99  8.472E+02 -9.999E+99  1.291E+01 -9.999E+99  5.152E+02  5.093E+02  1.239E+01  1.419E+00 -8.623E+07  6.742E+07 -3.827E+06
83100403  1.888E+01  1.888E+01  7.709E+02 -9.999E+99  7.638E+00 -9.999E+99  5.248E+02  5.200E+02  8.279E+00  1.079E+00 -8.657E+07  6.689E+07 -3.791E+06
83100407  1.879E+01  1.879E+01  2.080E+02 -9.999E+99  2.118E+00 -9.999E+99  1.219E+02  1.169E+02  2.099E+00  2.838E-01 -8.692E+07  6.635E+07 -3.755E+06
83100411  1.871E+01  1.871E+01  6.166E+01 -9.999E+99  8.710E-01 -9.999E+99  5.610E+01  5.164E+01  1.000E+00  1.112E-01 -8.726E+07  6.581E+07 -3.718E+06
83100415  1.862E+01  1.871E+01  5.395E+01 -9.999E+99  6.592E-01 -9.999E+99  3.020E+01  2.630E+01  6.792E-01  9.120E-02 -8.760E+07  6.527E+07 -3.682E+06
83100419  1.871E+01  1.871E+01  5.188E+01 -9.999E+99  6.067E-01 -9.999E+99  2.588E+01  2.198E+01  5.768E-01  7.112E-02 -8.794E+07  6.472E+07 -3.646E+06
83100423  1.879E+01  1.871E+01  3.540E+01 -9.999E+99  4.656E-01 -9.999E+99  1.932E+01  1.589E+01  4.446E-01  6.109E-02 -8.827E+07  6.417E+07 -3.609E+06
83100503  1.871E+01  1.862E+01  2.070E+01 -9.999E+99  3.034E-01 -9.999E+99  1.489E+01  1.099E+01  3.750E-01  5.012E-02 -8.861E+07  6.362E+07 -3.572E+06
83100507  1.841E+01  1.841E+01  1.409E+01 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  8.433E+00 -9.999E+99  4.009E-02 -8.894E+07  6.307E+07 -3.535E+06
83100511  1.841E+01  1.849E+01  1.169E+01 -9.999E+99  2.123E-01 -9.999E+99 -9.999E+99  5.129E+00 -9.999E+99  3.006E-02 -8.928E+07  6.251E+07 -3.498E+06
83100515  1.849E+01  1.862E+01  1.069E+01 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  3.690E+00 -9.999E+99  4.009E-02 -8.961E+07  6.195E+07 -3.460E+06
83100519  1.862E+01  1.862E+01  1.778E+01 -9.999E+99  1.726E-01 -9.999E+99 -9.999E+99  3.459E+00 -9.999E+99  4.009E-02 -8.993E+07  6.139E+07 -3.423E+06
83100523  1.862E+01  1.871E+01  8.570E+00 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  3.289E+00 -9.999E+99  4.009E-02 -9.026E+07  6.083E+07 -3.385E+06
83100603  1.871E+01  1.862E+01  8.650E+00 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  3.162E+00 -9.999E+99  3.006E-02 -9.059E+07  6.027E+07 -3.347E+06
83100607  1.871E+01  1.871E+01  7.889E+00 -9.999E+99  1.626E-01 -9.999E+99 -9.999E+99  2.761E+00 -9.999E+99  3.006E-02 -9.091E+07  5.970E+07 -3.309E+06
83100611  1.871E+01  1.871E+01  6.871E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.042E+00 -9.999E+99  2.004E-02 -9.123E+07  5.913E+07 -3.271E+06
83100615  1.871E+01 -9.999E+99  5.702E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  1.811E+00 -9.999E+99  3.006E-02 -9.155E+07  5.857E+07 -3.233E+06
83100619  1.871E+01  1.871E+01  6.427E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  1.919E+00 -9.999E+99  3.006E-02 -9.187E+07  5.799E+07 -3.195E+06
83100623  1.862E+01  1.871E+01  5.023E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  1.641E+00 -9.999E+99  3.006E-02 -9.219E+07  5.742E+07 -3.157E+06
83100703  1.871E+01  1.871E+01  4.955E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  1.321E+00 -9.999E+99  3.006E-02 -9.250E+07  5.685E+07 -3.118E+06
83100711  1.871E+01  1.871E+01  4.875E+00 -9.999E+99  1.563E-01 -9.999E+99 -9.999E+99  1.321E+00 -9.999E+99  3.508E-02 -9.312E+07  5.569E+07 -3.041E+06
83100715  1.879E+01  1.888E+01  4.295E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  1.140E+00 -9.999E+99  3.006E-02 -9.343E+07  5.512E+07 -3.002E+06
83100719  1.888E+01  1.879E+01  3.148E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  3.548E-01 -9.999E+99  2.004E-02 -9.373E+07  5.454E+07 -2.963E+06
83100723  1.888E+01  1.888E+01  3.221E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.141E-01 -9.999E+99  3.006E-02 -9.404E+07  5.396E+07 -2.924E+06
83100803  1.888E+01  1.888E+01  3.048E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.434E+07  5.337E+07 -2.885E+06
83100807  1.879E+01  1.888E+01  3.221E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -9.463E+07  5.279E+07 -2.846E+06
83100811  1.888E+01  1.888E+01  3.508E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.493E+07  5.221E+07 -2.806E+06
83100815  1.888E+01  1.888E+01  4.207E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -9.522E+07  5.162E+07 -2.767E+06
83100819  1.879E+01  1.888E+01  4.775E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -9.551E+07  5.104E+07 -2.728E+06
83100823  1.879E+01  1.888E+01  1.089E+01 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.580E+07  5.045E+07 -2.688E+06
83100903  1.879E+01 -9.999E+99  3.793E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99  2.004E-02 -9.608E+07  4.986E+07 -2.649E+06
83100907  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.938E-01 -9.999E+99  2.004E-02 -9.636E+07  4.927E+07 -2.609E+06
83100911  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.664E+07  4.869E+07 -2.570E+06
83100915  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99  1.012E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.692E+07  4.810E+07 -2.530E+06
83100919  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99  1.112E-01 -9.999E+99 -9.999E+99  2.938E-01 -9.999E+99  3.006E-02 -9.719E+07  4.751E+07 -2.490E+06
83100923  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  1.002E-02 -9.746E+07  4.692E+07 -2.451E+06
83101003  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -9.773E+07  4.633E+07 -2.411E+06
83101007  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  2.004E-02 -9.800E+07  4.574E+07 -2.371E+06
83101011  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.826E+07  4.515E+07 -2.331E+06
83101015  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99  2.004E-02 -9.851E+07  4.456E+07 -2.292E+06
83101019  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99  2.004E-02 -9.877E+07  4.397E+07 -2.252E+06
83101023  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -9.902E+07  4.338E+07 -2.212E+06
83101103  1.849E+01  1.841E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99  2.004E-02 -9.927E+07  4.279E+07 -2.172E+06
83101107  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  2.004E-02 -9.951E+07  4.220E+07 -2.132E+06
83101111  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -9.974E+07  4.161E+07 -2.092E+06
83101115  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99  1.112E-01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99  2.004E-02 -9.998E+07  4.102E+07 -2.053E+06
83101119  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  1.002E-02 -1.002E+08  4.043E+07 -2.013E+06
83101123  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99  2.004E-02 -1.004E+08  3.985E+07 -1.973E+06
83101203  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99  1.112E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.007E+08  3.926E+07 -1.933E+06
83101207  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  1.002E-02 -1.009E+08  3.867E+07 -1.894E+06
83101211  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.011E+08  3.809E+07 -1.854E+06
83101215  1.862E+01  1.862E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.014E+08  3.750E+07 -1.814E+06
83101219  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.016E+08  3.692E+07 -1.775E+06
83101223  1.879E+01  1.871E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -1.018E+08  3.634E+07 -1.735E+06
83101303  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99  1.112E-01 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  3.006E-02 -1.020E+08  3.575E+07 -1.695E+06
83101307  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.022E+08  3.517E+07 -1.656E+06
83101311  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.024E+08  3.459E+07 -1.617E+06
83101315  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01 -9.999E+99  2.004E-02 -1.026E+08  3.401E+07 -1.578E+06
83101319  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -1.027E+08  3.344E+07 -1.538E+06
83101323  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01 -9.999E+99  2.004E-02 -1.029E+08  3.286E+07 -1.499E+06
83101403  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.735E-01 -9.999E+99  2.004E-02 -1.031E+08  3.229E+07 -1.460E+06
83101419  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99  1.262E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -1.038E+08  3.000E+07 -1.305E+06
83101423  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99  1.626E-01 -9.999E+99 -9.999E+99  3.034E-01 -9.999E+99  2.004E-02 -1.039E+08  2.943E+07 -1.266E+06
83101503  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  1.219E+00 -9.999E+99  3.006E-02 -1.041E+08  2.887E+07 -1.227E+06
83101507  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99  1.626E-01 -9.999E+99 -9.999E+99  7.907E-01 -9.999E+99  2.004E-02 -1.042E+08  2.830E+07 -1.188E+06
83101619  1.828E+01  1.828E+01  6.427E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  8.204E-01 -9.999E+99  3.006E-02 -1.054E+08  2.311E+07 -8.302E+05
83101623  1.841E+01  1.841E+01  7.228E+00 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  8.091E-01 -9.999E+99  2.004E-02 -1.055E+08  2.252E+07 -7.895E+05
83101703  1.799E+01 -9.999E+99  7.568E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  6.067E-01 -9.999E+99  2.004E-02 -1.057E+08  2.194E+07 -7.486E+05
83101707  1.791E+01  1.791E+01  8.241E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  4.764E-01 -9.999E+99  2.004E-02 -1.058E+08  2.135E+07 -7.075E+05
83101719  1.770E+01  1.770E+01  8.035E+00 -9.999E+99  1.726E-01 -9.999E+99 -9.999E+99  4.246E-01 -9.999E+99  2.004E-02 -1.061E+08  1.959E+07 -5.835E+05
83101723  1.770E+01  1.770E+01  9.016E+00 -9.999E+99  2.735E-01 -9.999E+99 -9.999E+99  1.371E+00 -9.999E+99  4.009E-02 -1.062E+08  1.900E+07 -5.419E+05
83101803  1.770E+01  1.778E+01  8.730E+00 -9.999E+99  2.123E-01 -9.999E+99 -9.999E+99  1.722E+00 -9.999E+99  3.006E-02 -1.063E+08  1.840E+07 -5.001E+05
83101807  1.770E+01  1.770E+01  6.457E+00 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  1.291E+00 -9.999E+99  3.006E-02 -1.063E+08  1.781E+07 -4.583E+05
83101815 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.563E-01 -9.999E+99 -9.999E+99  8.810E-01 -9.999E+99  2.506E-02 -1.065E+08  1.662E+07 -3.742E+05
83101819  1.791E+01  1.791E+01 -9.999E+99 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  6.592E-01 -9.999E+99  2.004E-02 -1.066E+08  1.603E+07 -3.321E+05
83101823  1.791E+01  1.791E+01 -9.999E+99 -9.999E+99  1.626E-01 -9.999E+99 -9.999E+99  5.260E-01 -9.999E+99  2.004E-02 -1.067E+08  1.543E+07 -2.899E+05
83101903  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  6.683E-01 -9.999E+99  4.009E-02 -1.067E+08  1.483E+07 -2.475E+05
83101915 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.614E-01 -9.999E+99 -9.999E+99  7.311E-01 -9.999E+99  4.009E-02 -1.069E+08  1.304E+07 -1.201E+05
83101919  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99  1.824E-01 -9.999E+99 -9.999E+99  8.299E-01 -9.999E+99  5.012E-02 -1.070E+08  1.244E+07 -7.756E+04
83101923  1.811E+01  1.828E+01 -9.999E+99 -9.999E+99  1.824E-01 -9.999E+99 -9.999E+99  7.379E-01 -9.999E+99  4.009E-02 -1.070E+08  1.184E+07 -3.492E+04
83102003  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99  1.726E-01 -9.999E+99 -9.999E+99  5.458E-01 -9.999E+99  3.006E-02 -1.071E+08  1.124E+07  7.750E+03
83102011  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99  1.923E-01 -9.999E+99 -9.999E+99  1.230E+00 -9.999E+99  6.516E-02 -1.072E+08  1.004E+07  9.321E+04
83102015  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99  8.110E-02 -9.999E+99 -9.999E+99  6.982E-01 -9.999E+99  4.009E-02 -1.072E+08  9.443E+06  1.360E+05
83102019  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99 -9.999E+99  1.888E+00 -9.999E+99  9.120E-02 -1.073E+08  8.842E+06  1.788E+05
83102023  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99 -9.999E+99  1.641E+00 -9.999E+99  8.110E-02 -1.073E+08  8.242E+06  2.216E+05
83102103  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99 -9.999E+99  1.811E+00 -9.999E+99  9.120E-02 -1.073E+08  7.641E+06  2.643E+05
83102115  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99 -9.999E+99  2.328E+00 -9.999E+99  9.120E-02 -1.074E+08  5.838E+06  3.926E+05
83102119  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99  2.323E-01 -9.999E+99 -9.999E+99  2.630E+00 -9.999E+99  1.213E-01 -1.074E+08  5.238E+06  4.354E+05
83102123  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99  2.223E-01 -9.999E+99 -9.999E+99  2.692E+00 -9.999E+99  1.112E-01 -1.075E+08  4.638E+06  4.781E+05
83102203  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99  2.427E-01 -9.999E+99 -9.999E+99  2.270E+00 -9.999E+99  8.110E-02 -1.075E+08  4.038E+06  5.208E+05
83102207  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99 -9.999E+99  2.218E+00 -9.999E+99  9.120E-02 -1.075E+08  3.438E+06  5.634E+05
83102211  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99  2.023E-01 -9.999E+99 -9.999E+99  1.762E+00 -9.999E+99  6.109E-02 -1.075E+08  2.839E+06  6.060E+05
83102223  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99  2.123E-01 -9.999E+99 -9.999E+99  1.762E+00 -9.999E+99  7.112E-02 -1.075E+08  1.043E+06  7.333E+05
83102303  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99  2.123E-01 -9.999E+99 -9.999E+99  1.710E+00 -9.999E+99  6.109E-02 -1.075E+08  4.459E+05  7.757E+05
83102307  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99  1.824E-01 -9.999E+99 -9.999E+99  1.469E+00 -9.999E+99  5.117E-02 -1.075E+08 -1.509E+05  8.179E+05
83102311  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99  1.726E-01 -9.999E+99 -9.999E+99  1.330E+00 -9.999E+99  5.117E-02 -1.075E+08 -7.469E+05  8.601E+05
83102315  1.849E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -1.075E+08 -1.342E+06  9.021E+05
83102319  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99  2.123E-01 -9.999E+99 -9.999E+99  1.600E+00 -9.999E+99  5.117E-02 -1.075E+08 -1.937E+06  9.441E+05
83102323  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99  2.535E-01 -9.999E+99 -9.999E+99  2.070E+00 -9.999E+99  6.109E-02 -1.075E+08 -2.531E+06  9.859E+05
83102403  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99  3.846E-01 -9.999E+99 -9.999E+99  2.228E+00 -9.999E+99  8.110E-02 -1.074E+08 -3.123E+06  1.028E+06
83102407  1.820E+01  1.828E+01 -9.999E+99 -9.999E+99  3.236E-01 -9.999E+99 -9.999E+99  3.041E+00 -9.999E+99  1.112E-01 -1.074E+08 -3.715E+06  1.069E+06
83102411  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99  3.141E-01 -9.999E+99 -9.999E+99  3.069E+00 -9.999E+99  8.110E-02 -1.074E+08 -4.306E+06  1.111E+06
83102415  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99  3.141E-01 -9.999E+99 -9.999E+99  2.388E+00 -9.999E+99  8.110E-02 -1.074E+08 -4.896E+06  1.152E+06
83102419  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99  2.323E-01 -9.999E+99 -9.999E+99  1.380E+00 -9.999E+99  5.117E-02 -1.074E+08 -5.485E+06  1.193E+06
83102423  1.811E+01  1.811E+01 -9.999E+99 -9.999E+99  1.626E-01 -9.999E+99 -9.999E+99  9.311E-01 -9.999E+99  4.009E-02 -1.073E+08 -6.072E+06  1.234E+06
83102503  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99  1.524E-01 -9.999E+99 -9.999E+99  8.091E-01 -9.999E+99  3.006E-02 -1.073E+08 -6.658E+06  1.275E+06
83102507  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99  1.726E-01 -9.999E+99 -9.999E+99  8.299E-01 -9.999E+99  3.006E-02 -1.073E+08 -7.244E+06  1.316E+06
