VENERA-16 KS-18-6V Ep1-5-10-65>30,a ID=VG D=UT S=14400
UT            p>30+      p>60+     p1-65+     p1-11+      p5-8+     a7-24+     p1-70-      p1-9-     p5-10-     a7-22-    xHGI,km    yHGI,km    zHGI,km
84111315  1.910E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.516E+00  2.618E+00  4.345E-01  9.120E-02  3.073E+07  1.036E+08 -6.002E+06
84111319  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.984E+00  2.291E+00  3.945E-01  8.110E-02  3.026E+07  1.037E+08 -6.015E+06
84111323  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.266E+00  2.489E+00  4.560E-01  9.120E-02  2.979E+07  1.039E+08 -6.027E+06
84111403  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.745E+00  2.858E+00  4.966E-01  1.112E-01  2.932E+07  1.040E+08 -6.040E+06
84111407  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.180E+00  2.218E+00  4.345E-01  9.120E-02  2.885E+07  1.041E+08 -6.052E+06
84111411  1.919E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.026E+00  2.218E+00  4.764E-01  9.120E-02  2.838E+07  1.043E+08 -6.064E+06
84111415  1.941E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.781E+00  1.959E+00  4.764E-01  8.110E-02  2.791E+07  1.044E+08 -6.075E+06
84111419  1.941E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.333E+00  1.641E+00  3.945E-01  7.112E-02  2.745E+07  1.045E+08 -6.087E+06
84111423  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.781E+00  1.941E+00  4.656E-01  8.110E-02  2.698E+07  1.047E+08 -6.098E+06
84111503  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.781E+00  1.862E+00  4.345E-01  8.110E-02  2.651E+07  1.048E+08 -6.109E+06
84111507  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.741E+00  1.791E+00  4.345E-01  7.112E-02  2.604E+07  1.049E+08 -6.120E+06
84111511  1.941E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.204E+00  4.305E+00  7.295E-01  2.636E-01  2.556E+07  1.050E+08 -6.131E+06
84111515  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.727E+00  4.102E+00  5.260E-01  1.626E-01  2.509E+07  1.051E+08 -6.141E+06
84111519  1.919E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.585E+00  1.901E+00  3.236E-01  7.112E-02  2.462E+07  1.052E+08 -6.152E+06
84111523  1.888E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.248E+00  1.531E+00  3.548E-01  6.109E-02  2.414E+07  1.053E+08 -6.162E+06
84111603  1.841E+01  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.764E+00  1.009E+00  3.034E-01  3.006E-02  2.366E+07  1.055E+08 -6.172E+06
84111607  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.395E+00  6.471E-01  2.735E-01  3.006E-02  2.319E+07  1.056E+08 -6.183E+06
84111611  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.427E+00  2.729E+00  2.838E-01  4.009E-02  2.271E+07  1.057E+08 -6.192E+06
84111615  1.820E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.128E+00  4.365E+00  3.236E-01  4.009E-02  2.223E+07  1.058E+08 -6.202E+06
84111619  1.841E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.546E+01  5.585E+01  3.648E-01  5.012E-02  2.174E+07  1.059E+08 -6.212E+06
84111623  1.778E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.129E+01  6.194E+01  2.838E-01  4.009E-02  2.126E+07  1.060E+08 -6.221E+06
84111703  1.770E+01  1.791E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.577E+01  5.715E+01  2.838E-01  5.012E-02  2.077E+07  1.060E+08 -6.231E+06
84111707  1.770E+01  1.778E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.145E+00  3.289E+00  2.427E-01  3.006E-02  2.029E+07  1.061E+08 -6.240E+06
84111711  1.750E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.972E+00  4.864E-01  2.427E-01  2.004E-02  1.980E+07  1.062E+08 -6.249E+06
84111715  1.730E+01  1.742E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.009E+00  4.966E-01  2.535E-01  2.004E-02  1.931E+07  1.063E+08 -6.258E+06
84111719  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.295E+00  7.603E-01  2.838E-01  3.006E-02  1.882E+07  1.064E+08 -6.267E+06
84111723  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.355E+00  6.471E-01  2.535E-01  3.006E-02  1.833E+07  1.065E+08 -6.276E+06
84111803  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.365E+00  6.683E-01  2.735E-01  3.006E-02  1.784E+07  1.066E+08 -6.284E+06
84111807  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.178E+00  5.260E-01  2.427E-01  2.004E-02  1.735E+07  1.066E+08 -6.293E+06
84111811  1.799E+01  1.811E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.150E+00  4.966E-01  2.535E-01  2.004E-02  1.686E+07  1.067E+08 -6.301E+06
84111815  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.064E+00  4.560E-01  2.427E-01  3.006E-02  1.637E+07  1.068E+08 -6.309E+06
84111819  1.828E+01  1.828E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.873E+00  3.846E-01  2.427E-01  2.004E-02  1.587E+07  1.069E+08 -6.317E+06
84111823  1.828E+01  1.841E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.102E+00  4.046E-01  2.535E-01  2.004E-02  1.538E+07  1.069E+08 -6.325E+06
84111903  1.841E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.111E+00  3.467E-01  2.427E-01  1.002E-02  1.488E+07  1.070E+08 -6.333E+06
84111911  1.849E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.159E+00  3.436E-01  2.535E-01  2.004E-02  1.389E+07  1.071E+08 -6.348E+06
84111915  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.036E+00  3.436E-01  2.838E-01  2.004E-02  1.339E+07  1.072E+08 -6.355E+06
84111919  1.879E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.917E+00  3.548E-01  2.427E-01  2.004E-02  1.289E+07  1.072E+08 -6.362E+06
84111923  1.862E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.064E+00  3.436E-01 -9.999E+99  2.004E-02  1.239E+07  1.073E+08 -6.369E+06
84112003  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.159E+00  3.548E-01  2.636E-01  2.004E-02  1.189E+07  1.073E+08 -6.376E+06
84112007  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.034E-01  2.535E-01  3.006E-02  1.139E+07  1.074E+08 -6.383E+06
84112011  1.862E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.159E+00  3.236E-01  2.535E-01  2.004E-02  1.089E+07  1.074E+08 -6.390E+06
84112015  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.169E+00  3.334E-01  2.838E-01  2.004E-02  1.039E+07  1.075E+08 -6.396E+06
84112019  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.571E+00  3.236E-01  2.535E-01  3.006E-02  9.887E+06  1.075E+08 -6.403E+06
84112107 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.121E+00  3.236E-01  2.535E-01  2.004E-02  8.378E+06  1.077E+08 -6.421E+06
84112111  1.941E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.102E+00 -9.999E+99 -9.999E+99  3.006E-02  7.875E+06  1.077E+08 -6.427E+06
84112119 -9.999E+99  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.963E+00  3.334E-01  2.636E-01  3.006E-02  6.868E+06  1.078E+08 -6.438E+06
84112219  1.932E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.236E+00  5.260E-01 -9.999E+99  3.006E-02  3.841E+06  1.079E+08 -6.468E+06
84112307 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.786E+00  1.099E+00  3.236E-01  6.109E-02  2.327E+06  1.079E+08 -6.482E+06
84112311  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.732E+00  1.030E+00  3.236E-01  5.012E-02  1.823E+06  1.080E+08 -6.486E+06
84112315 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.370E+00  1.459E+00  3.945E-01  8.110E-02  1.318E+06  1.080E+08 -6.490E+06
84112319 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.047E+00  1.489E+00  3.648E-01  7.112E-02  8.135E+05  1.080E+08 -6.493E+06
84112403  1.871E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.408E+00  2.070E+00 -9.999E+99  9.120E-02 -1.948E+05  1.080E+08 -6.501E+06
84112407  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.138E+00  2.399E+00  4.150E-01  9.120E-02 -6.987E+05  1.080E+08 -6.504E+06
84112411  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.248E+00  1.479E+00  3.334E-01 -9.999E+99 -1.202E+06  1.080E+08 -6.507E+06
84112415  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.408E+00  1.570E+00  3.436E-01  7.112E-02 -1.706E+06  1.080E+08 -6.510E+06
84112419  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.408E+00  1.459E+00  3.334E-01  6.109E-02 -2.209E+06  1.080E+08 -6.513E+06
84112423 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.902E+00  2.382E+00 -9.999E+99 -9.999E+99 -2.712E+06  1.079E+08 -6.516E+06
84112511 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.339E+00  2.553E+00  3.945E-01  8.110E-02 -4.218E+06  1.079E+08 -6.524E+06
84112519  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.026E+00  2.489E+00  3.750E-01  7.112E-02 -5.220E+06  1.079E+08 -6.529E+06
84112523  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.637E+00 -9.999E+99  4.046E-01  9.120E-02 -5.720E+06  1.078E+08 -6.530E+06
84112603  1.862E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.204E+00  5.495E+00  4.966E-01  1.413E-01 -6.219E+06  1.078E+08 -6.532E+06
84112611 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.089E+01  7.345E+00  5.458E-01  1.824E-01 -7.217E+06  1.077E+08 -6.535E+06
84112615  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.057E+00  5.333E+00  4.966E-01  1.213E-01 -7.715E+06  1.077E+08 -6.537E+06
84112623  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.099E+01  7.145E+00  6.067E-01  1.824E-01 -8.708E+06  1.076E+08 -6.539E+06
84112703  1.871E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.211E+01  8.356E+00  6.592E-01  2.223E-01 -9.204E+06  1.076E+08 -6.540E+06
84112707  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.239E+01  8.650E+00  6.887E-01  2.023E-01 -9.698E+06  1.076E+08 -6.541E+06
84112711  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  1.239E+01  8.730E+00  6.982E-01  2.123E-01 -1.019E+07  1.075E+08 -6.542E+06
84112715  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  9.817E+00  6.095E+00  6.067E-01  1.626E-01 -1.069E+07  1.075E+08 -6.542E+06
84112719  1.901E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.228E+00  3.656E+00  4.246E-01  1.012E-01 -1.118E+07  1.074E+08 -6.543E+06
84112723  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.650E+00  4.989E+00  5.572E-01  1.413E-01 -1.167E+07  1.074E+08 -6.543E+06
84112803  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  7.889E+00  4.121E+00  5.164E-01  1.012E-01 -1.216E+07  1.073E+08 -6.543E+06
84112807  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.295E+00  2.692E+00  3.945E-01  8.110E-02 -1.265E+07  1.073E+08 -6.543E+06
84112811  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.026E+00  2.280E+00  3.846E-01  6.109E-02 -1.314E+07  1.072E+08 -6.542E+06
84112819  1.888E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.794E+00  2.042E+00  3.846E-01  6.516E-02 -1.411E+07  1.071E+08 -6.541E+06
84112823  1.879E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.662E+00  1.849E+00  3.945E-01  6.109E-02 -1.460E+07  1.070E+08 -6.541E+06
84112903  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.408E+00  1.679E+00  3.750E-01  6.109E-02 -1.508E+07  1.070E+08 -6.540E+06
84112907  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.212E+00  1.510E+00  3.436E-01  5.012E-02 -1.557E+07  1.069E+08 -6.539E+06
84112919  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  5.105E+00  1.429E+00  3.236E-01  5.012E-02 -1.701E+07  1.067E+08 -6.535E+06
84112923  1.862E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  8.851E+00  1.069E+00  3.141E-01  5.012E-02 -1.749E+07  1.066E+08 -6.534E+06
84113003  1.799E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.217E+00  5.675E-01  2.535E-01  3.006E-02 -1.797E+07  1.065E+08 -6.532E+06
84113007  1.791E+01  1.799E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.178E+00  5.260E-01  2.427E-01  2.004E-02 -1.844E+07  1.064E+08 -6.530E+06
84113011  1.811E+01  1.820E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.169E+00  4.864E-01  2.636E-01  3.006E-02 -1.892E+07  1.063E+08 -6.528E+06
84113015  1.841E+01  1.862E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.385E+00  6.180E-01  2.838E-01  2.004E-02 -1.940E+07  1.062E+08 -6.526E+06
84113019  1.888E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.446E+00  8.091E-01  2.838E-01  2.004E-02 -1.988E+07  1.062E+08 -6.523E+06
84120103  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.550E+00  6.792E-01  2.938E-01  3.006E-02 -2.084E+07  1.060E+08 -6.518E+06
84120507  1.849E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.285E+00 -9.999E+99  2.636E-01  2.004E-02 -3.289E+07  1.028E+08 -6.397E+06
84120511 -9.999E+99  1.730E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  4.656E-01  2.427E-01  3.006E-02 -3.337E+07  1.026E+08 -6.390E+06
84120519  2.009E+01  1.762E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.027E+00  4.345E-01  2.427E-01  2.004E-02 -3.433E+07  1.023E+08 -6.376E+06
84120523  1.862E+01  1.982E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.130E+00 -9.999E+99  2.636E-01  2.004E-02 -3.481E+07  1.021E+08 -6.368E+06
84120603  1.660E+01  1.871E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.093E+00  3.945E-01  2.535E-01  2.004E-02 -3.529E+07  1.020E+08 -6.361E+06
84120915 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.550E+00  7.482E-01  2.735E-01  3.006E-02 -4.514E+07  9.800E+07 -6.176E+06
84120919  1.799E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.395E+00  7.691E-01  2.636E-01  3.006E-02 -4.559E+07  9.779E+07 -6.166E+06
84120923  1.879E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.613E+00  7.079E-01  2.838E-01  2.004E-02 -4.605E+07  9.758E+07 -6.156E+06
84121003  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.519E+00  6.592E-01  2.636E-01  3.006E-02 -4.650E+07  9.736E+07 -6.146E+06
84121007  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.406E+00  6.683E-01  2.636E-01  3.006E-02 -4.696E+07  9.715E+07 -6.135E+06
84121011  1.888E+01  1.879E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.355E+00  6.368E-01  2.323E-01  1.002E-02 -4.741E+07  9.693E+07 -6.125E+06
84121015  1.901E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.426E+00  6.067E-01  2.636E-01  3.006E-02 -4.786E+07  9.671E+07 -6.115E+06
84121019  1.910E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.198E+00  5.875E-01  2.838E-01  2.004E-02 -4.831E+07  9.649E+07 -6.104E+06
84121023  1.901E+01  1.910E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  6.067E-01  2.838E-01  3.006E-02 -4.876E+07  9.627E+07 -6.093E+06
84121103  1.888E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.385E+00  6.067E-01  2.735E-01  2.004E-02 -4.921E+07  9.605E+07 -6.082E+06
84121119 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  4.753E-01  2.679E-01  2.004E-02 -5.097E+07  9.513E+07 -6.037E+06
84121123  1.888E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.295E+00  4.345E-01  2.636E-01  2.004E-02 -5.141E+07  9.490E+07 -6.026E+06
84121203  1.901E+01  1.910E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  4.656E-01  2.636E-01  2.004E-02 -5.185E+07  9.466E+07 -6.014E+06
84121311 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.285E+00  4.446E-01  2.427E-01  3.006E-02 -5.528E+07  9.274E+07 -5.919E+06
84121315  1.932E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.246E+00  4.560E-01  2.636E-01  3.006E-02 -5.570E+07  9.249E+07 -5.907E+06
84121319  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.140E+00  4.150E-01  2.636E-01  2.004E-02 -5.612E+07  9.224E+07 -5.894E+06
84121323  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.325E+00  4.150E-01  2.735E-01  2.004E-02 -5.653E+07  9.199E+07 -5.882E+06
84121403  1.910E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  3.436E-01  2.535E-01  2.004E-02 -5.695E+07  9.174E+07 -5.869E+06
84121407  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.315E+00  3.750E-01  2.838E-01  3.006E-02 -5.736E+07  9.149E+07 -5.856E+06
84121411  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.548E-01  2.735E-01  2.004E-02 -5.777E+07  9.123E+07 -5.844E+06
84121415  1.919E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.188E+00  3.750E-01  2.427E-01  2.004E-02 -5.817E+07  9.098E+07 -5.831E+06
84121419  1.941E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.102E+00  3.846E-01  2.735E-01  2.004E-02 -5.858E+07  9.072E+07 -5.818E+06
84121423  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  3.648E-01  2.735E-01  3.006E-02 -5.898E+07  9.046E+07 -5.805E+06
84121503  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.325E+00  3.750E-01  2.535E-01  2.004E-02 -5.938E+07  9.020E+07 -5.792E+06
84121507  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.246E+00  3.648E-01  2.636E-01  3.006E-02 -5.978E+07  8.994E+07 -5.779E+06
84121511  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  3.436E-01  2.636E-01  2.004E-02 -6.018E+07  8.967E+07 -5.766E+06
84121519  1.941E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.074E+00  3.141E-01  2.323E-01  2.004E-02 -6.098E+07  8.913E+07 -5.739E+06
84121523  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  3.141E-01  2.636E-01  2.004E-02 -6.138E+07  8.886E+07 -5.725E+06
84121607 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.178E+00  3.034E-01  2.735E-01  2.004E-02 -6.217E+07  8.831E+07 -5.698E+06
84121619  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.899E+00  2.427E-01 -9.999E+99  2.004E-02 -6.335E+07  8.747E+07 -5.655E+06
84121623  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.102E+00  2.735E-01  2.636E-01  3.006E-02 -6.374E+07  8.719E+07 -5.641E+06
84121703  1.879E+01  1.888E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.093E+00  2.636E-01 -9.999E+99  2.004E-02 -6.413E+07  8.690E+07 -5.627E+06
84121707  1.888E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.999E+00  2.735E-01  2.323E-01  2.004E-02 -6.452E+07  8.661E+07 -5.612E+06
84121711  1.888E+01  1.901E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.046E+00  2.636E-01  2.636E-01  2.004E-02 -6.491E+07  8.632E+07 -5.598E+06
84121723 -9.999E+99  2.028E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.130E+00  2.938E-01  2.427E-01  2.004E-02 -6.606E+07  8.544E+07 -5.554E+06
84121911 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  2.938E-01  2.636E-01  2.004E-02 -6.947E+07  8.268E+07 -5.414E+06
84121915  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  3.034E-01  2.735E-01  2.004E-02 -6.985E+07  8.237E+07 -5.398E+06
84121919  1.932E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  3.926E+00  3.141E-01  2.427E-01  2.004E-02 -7.022E+07  8.205E+07 -5.381E+06
84121923  1.910E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.159E+00  3.236E-01  2.535E-01  3.006E-02 -7.059E+07  8.173E+07 -5.365E+06
84122003  1.919E+01  1.919E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.295E+00  3.034E-01  2.427E-01  3.006E-02 -7.096E+07  8.141E+07 -5.349E+06
84122007  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.315E+00  3.334E-01  2.636E-01  2.004E-02 -7.132E+07  8.108E+07 -5.332E+06
84122011  1.919E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.227E+00  3.846E-01  2.535E-01  3.006E-02 -7.169E+07  8.076E+07 -5.316E+06
84122015  1.941E+01  1.950E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.266E+00  3.548E-01  2.535E-01  3.006E-02 -7.205E+07  8.044E+07 -5.299E+06
84122019  1.950E+01  1.968E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.207E+00  3.648E-01  2.427E-01  2.004E-02 -7.242E+07  8.011E+07 -5.282E+06
84122023  1.932E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.325E+00  4.046E-01  2.636E-01  3.006E-02 -7.278E+07  7.978E+07 -5.265E+06
84122103  1.932E+01  1.932E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.436E+00  4.764E-01  2.838E-01  2.004E-02 -7.314E+07  7.945E+07 -5.248E+06
84122107  1.932E+01  1.941E+01 -9.999E+99 -9.999E+99 -9.999E+99 -9.999E+99  4.603E+00  6.683E-01  2.535E-01  3.006E-02 -7.350E+07  7.911E+07 -5.231E+06
